Customer_Number,Offer_Accepted,Income_Level,Bank_Accounts_Open,Overdraft_Protection,Credit_Rating,Credit_Cards_Held,Homes_Owned,Household_Size,Own_Your_Home,Average_Balance
8411,0,2,1,0,3,2,1,4,1,1198.50
8412,0,3,1,0,1,1,2,5,1,178.25
8413,0,1,1,0,2,2,1,1,0,1149.50
8414,0,2,2,0,1,4,1,3,1,730.75
8415,0,2,1,1,2,2,1,2,1,1173.75
8416,0,2,1,0,2,2,2,5,1,204.75
8417,0,2,2,1,3,1,1,5,0,1335.25
8418,0,3,1,0,1,3,1,2,1,1001.25
8419,0,1,2,1,2,1,2,3,1,1383.50
8420,0,3,1,0,1,1,1,3,1,1050.50
8421,0,2,1,0,3,3,2,4,1,1180.25
8422,0,2,1,0,2,1,1,5,1,1279.25
8423,0,1,1,0,1,2,1,5,0,591.75
8424,0,2,1,0,1,1,2,4,1,854.00
8425,0,2,1,0,1,2,1,3,0,1014.75
8426,0,2,1,0,3,1,1,4,0,1532.25
8427,0,1,1,0,1,1,1,5,1,1036.75
8428,0,3,2,1,2,2,2,2,0,981.00
8429,0,3,2,0,2,2,1,3,1,1212.00
8430,0,1,1,1,1,1,1,3,0,951.25
8431,0,1,1,0,1,3,1,4,0,1227.75
8432,0,1,1,1,3,2,1,2,0,919.25
8433,0,2,2,0,2,2,1,4,1,922.75
8434,0,2,2,0,3,4,1,5,1,941.75
8435,0,2,1,0,2,3,1,3,1,966.25
8436,0,3,1,0,1,1,1,2,1,919.50
8437,0,3,1,0,3,2,1,4,1,851.50
8438,0,3,1,0,1,2,1,3,1,925.00
8439,0,1,1,0,1,1,1,2,1,695.50
8440,0,2,1,0,3,1,1,4,1,1158.00
8441,0,2,2,0,1,3,1,2,0,910.25
8442,0,2,1,0,1,2,2,4,1,1108.00
8443,0,3,1,1,2,2,1,4,0,163.25
8444,0,2,2,0,2,3,1,3,0,1080.00
8445,0,1,2,0,1,1,1,4,1,285.25
8446,0,1,1,0,3,2,1,2,1,1179.50
8447,0,2,1,0,3,2,2,3,0,1046.25
8448,0,1,1,0,1,1,1,2,1,1238.00
8449,0,2,2,0,1,4,1,4,1,1002.25
8450,0,2,1,0,1,2,1,1,1,175.25
8451,0,3,1,0,2,2,2,4,1,1318.50
8452,0,3,1,0,3,2,1,4,0,972.50
8453,0,1,1,0,1,2,1,3,1,1055.00
8454,0,3,2,0,3,2,2,4,1,844.25
8455,0,2,2,0,2,2,1,4,1,1136.50
8456,0,2,1,0,1,2,1,4,1,956.25
8457,0,2,2,0,2,1,1,4,0,211.25
8458,0,2,2,0,3,2,1,3,1,939.00
8459,0,3,1,0,2,1,1,3,1,1345.25
8460,0,3,1,0,2,1,1,4,0,271.50
8461,0,1,1,0,3,2,1,4,0,1055.25
8462,0,3,1,0,1,4,2,5,1,1152.50
8463,0,2,1,0,3,2,1,4,1,777.25
8464,0,2,1,0,2,3,1,2,1,980.25
8465,1,3,1,0,2,2,1,3,1,698.50
8466,0,1,2,0,2,2,1,5,1,801.00
8467,0,2,2,0,2,2,1,5,0,1161.00
8468,0,3,1,0,3,1,1,5,0,1305.25
8469,1,2,1,0,2,1,1,5,0,885.75
8470,0,1,2,0,1,2,2,3,1,801.50
8471,0,3,2,0,1,1,1,3,0,1011.25
8472,0,2,2,0,2,2,1,1,1,243.75
8473,0,2,1,0,2,2,1,4,1,1303.50
8474,0,1,1,0,3,2,1,4,1,1052.25
8475,0,2,1,0,1,1,1,5,1,962.75
8476,0,1,1,0,2,1,2,5,0,945.75
8477,0,3,1,0,1,1,1,3,0,351.25
8478,0,2,2,0,3,1,1,2,1,348.75
8479,0,1,1,0,1,3,1,1,1,1131.25
8480,0,3,1,0,1,1,1,4,0,225.00
8481,0,2,1,1,1,3,1,3,0,1037.75
8482,0,2,1,0,3,2,1,4,1,750.00
8483,0,1,2,0,3,2,1,5,1,236.75
8484,0,2,1,0,2,2,1,2,1,1200.50
8485,0,1,1,1,1,2,1,3,0,857.25
8486,0,2,1,0,3,1,1,3,0,191.00
8487,0,3,1,0,2,3,1,2,0,797.50
8488,0,3,1,0,1,2,1,3,0,1114.75
8489,0,2,1,1,1,2,1,2,0,998.00
8490,0,3,1,0,2,3,1,4,1,1272.50
8491,0,2,1,0,1,3,1,4,1,1115.25
8492,0,2,2,0,2,1,1,4,1,1186.00
8493,0,1,1,0,1,1,1,5,1,884.50
8494,0,2,1,0,3,1,1,5,1,904.50
8495,0,1,2,0,2,3,2,3,1,928.50
8496,0,2,1,0,1,4,1,3,0,240.50
8497,0,2,2,0,2,3,1,4,1,703.25
8498,0,2,1,0,1,1,1,4,1,681.00
8499,0,2,1,0,1,2,1,4,1,1021.50
8500,0,1,1,0,2,1,3,6,0,918.50
8501,0,2,1,0,2,2,1,2,1,1122.75
8502,0,1,1,1,3,2,1,3,1,909.00
8503,0,3,2,0,2,2,1,4,0,998.00
8504,0,2,1,0,3,3,1,1,1,753.00
8505,1,1,1,0,3,3,3,1,0,181.75
8506,0,1,2,0,1,1,2,2,0,1398.00
8507,0,2,1,0,3,2,1,5,0,982.25
8508,0,1,1,1,1,1,1,3,1,901.75
8509,0,2,1,0,3,1,1,5,0,914.00
8510,0,2,1,0,2,2,1,6,1,1241.25
8511,1,3,1,0,3,2,1,5,1,1277.00
8512,0,2,1,0,1,1,1,3,0,1157.75
8513,0,2,1,0,2,2,1,2,1,936.00
8514,0,2,2,0,3,2,1,4,1,1059.75
8515,1,2,1,0,3,3,1,4,0,1227.50
8516,0,2,1,0,2,1,2,5,1,1051.50
8517,0,2,1,0,2,2,1,3,1,1222.25
8518,0,2,1,0,2,2,1,4,1,1711.00
8519,0,1,1,0,3,2,1,3,0,1416.50
8520,0,2,1,1,3,1,1,6,0,755.50
8521,0,1,1,1,1,2,1,2,0,222.75
8522,0,2,1,0,3,2,1,4,1,1055.00
8523,0,2,1,0,1,2,1,3,0,895.75
8524,0,2,1,0,2,2,1,3,0,179.50
8525,0,3,1,0,1,2,2,3,1,1218.75
8526,0,1,1,0,2,2,1,3,0,1254.75
8527,0,2,1,0,2,3,2,3,1,714.50
8528,0,3,3,0,2,2,1,2,1,822.00
8529,0,2,1,0,1,2,1,2,1,201.25
8530,1,2,1,0,3,2,1,5,0,874.50
8531,1,2,1,0,3,1,1,4,1,211.25
8532,0,2,1,0,1,2,1,3,0,250.25
8533,1,2,1,0,3,3,1,1,0,1387.75
8534,0,3,1,0,2,1,1,4,1,1226.25
8535,0,2,1,0,3,1,2,4,0,178.50
8536,0,3,1,0,3,2,1,4,1,1230.75
8537,0,1,3,1,1,1,2,5,0,1114.50
8538,0,1,1,1,2,2,2,6,0,880.00
8539,0,1,1,0,2,3,1,3,1,687.50
8540,0,2,1,0,3,1,1,3,1,1344.75
8541,0,1,1,0,1,2,1,3,1,951.50
8542,0,1,1,0,2,1,1,1,0,922.00
8543,0,2,2,0,1,3,1,6,1,227.00
8544,0,3,2,0,2,2,1,5,1,1184.50
8545,0,2,1,1,2,1,1,4,1,1091.75
8546,0,1,2,0,3,3,2,6,1,1099.75
8547,0,2,1,0,1,2,1,2,0,935.00
8548,0,2,1,0,1,2,1,4,1,1267.75
8549,0,1,2,0,3,1,1,5,1,958.25
8550,0,2,1,1,1,2,1,3,0,223.00
8551,0,2,2,1,3,1,1,3,1,1018.25
8552,0,2,1,0,2,1,1,5,1,910.75
8553,0,2,2,0,2,1,2,2,0,1074.75
8554,0,2,1,0,3,2,1,4,1,1176.25
8555,0,3,1,0,2,3,2,3,1,1128.25
8556,0,1,1,0,2,1,1,4,0,1261.25
8557,0,3,1,0,2,4,1,3,1,1264.25
8558,0,2,1,0,2,2,2,4,1,723.50
8559,0,3,1,0,1,1,3,4,1,250.50
8560,0,3,1,0,3,2,2,4,1,1201.75
8561,0,2,1,0,2,2,2,3,1,926.75
8562,0,2,1,1,3,1,1,3,1,264.25
8563,0,1,1,0,1,2,1,4,1,1076.00
8564,0,2,2,0,2,1,1,4,0,1162.25
8565,0,2,2,0,2,2,1,3,0,361.25
8566,0,2,1,0,1,1,1,3,1,796.25
8567,0,1,2,0,3,3,1,4,0,1071.75
8568,0,2,1,1,2,3,1,3,0,1312.00
8569,0,3,1,0,3,2,2,5,1,1010.00
8570,0,3,1,0,2,2,1,2,1,961.00
8571,1,3,1,0,3,3,1,3,1,688.00
8572,0,1,2,0,3,2,1,3,1,1243.75
8573,0,2,1,0,3,1,1,4,1,1460.50
8574,0,3,1,0,2,2,1,2,0,1085.25
8575,0,1,1,0,3,4,1,6,1,880.75
8576,0,2,1,0,3,2,1,2,1,238.50
8577,0,2,2,0,3,1,2,4,1,971.50
8578,0,3,1,0,3,1,1,4,1,726.75
8579,0,1,1,0,2,1,1,3,1,932.50
8580,0,2,1,0,2,1,1,3,0,1074.25
8581,0,1,3,0,2,2,1,4,1,1046.75
8582,0,2,1,0,2,1,1,4,1,285.25
8583,0,1,1,0,1,3,1,5,1,212.25
8584,0,2,1,0,1,3,1,3,0,704.50
8585,0,3,1,0,3,1,1,5,1,306.75
8586,0,1,1,0,1,2,1,4,0,296.50
8587,0,3,1,0,2,3,1,4,0,1156.00
8588,0,2,1,0,3,3,2,2,0,952.25
8589,0,3,2,0,1,1,1,2,0,1274.75
8590,1,2,1,0,3,1,1,4,0,992.00
8591,0,2,1,0,3,2,1,2,1,814.75
8592,0,3,1,0,2,2,1,4,1,182.25
8593,0,2,1,1,2,1,1,3,1,942.75
8594,0,2,1,0,1,3,1,3,1,1442.75
8595,0,1,1,0,1,3,1,5,1,747.00
8596,0,3,1,1,2,2,1,3,0,1097.00
8597,0,1,1,0,1,2,1,4,0,1049.25
8598,0,1,1,0,3,1,1,3,0,955.25
8599,0,2,1,0,2,2,1,4,1,285.75
8600,0,1,1,0,2,4,1,3,0,988.25
8601,0,3,1,0,1,1,1,4,1,1776.25
8602,0,1,1,1,2,3,1,3,0,1089.75
8603,0,2,2,0,1,1,1,5,1,928.00
8604,0,3,2,0,3,3,1,6,0,1086.50
8605,0,1,1,0,3,1,1,2,1,847.50
8606,0,3,1,0,2,1,2,5,0,1053.00
8607,0,3,1,0,1,2,1,5,0,1050.75
8608,0,1,1,0,1,2,1,2,1,804.75
8609,0,1,1,1,3,1,1,5,1,1462.00
8610,1,3,1,0,3,1,1,1,1,889.25
8611,0,1,1,0,3,2,1,5,0,863.00
8612,0,2,1,0,3,1,1,2,1,1023.25
8613,0,2,2,0,2,4,1,2,1,757.25
8614,0,2,2,0,1,1,1,4,1,782.00
8615,0,2,1,0,2,2,2,3,0,751.00
8616,0,2,1,0,1,2,2,4,0,1052.25
8617,0,1,1,0,1,2,1,4,0,1158.75
8618,0,1,1,0,1,2,1,4,0,1106.25
8619,0,1,2,0,1,2,1,5,0,1040.00
8620,0,3,1,0,1,1,1,3,0,761.50
8621,0,2,2,0,2,3,1,6,1,680.75
8622,0,1,1,0,3,1,1,3,0,1186.50
8623,0,2,1,1,2,2,1,4,1,1252.75
8624,0,2,2,0,3,2,1,4,1,1198.00
8625,0,2,2,0,3,1,1,2,0,1491.00
8626,0,2,1,0,1,2,1,5,0,1158.75
8627,0,3,1,0,1,4,1,4,1,1063.25
8628,0,3,1,1,3,3,1,3,1,422.75
8629,0,2,1,1,3,1,1,3,1,886.25
8630,1,2,1,0,3,1,1,4,1,164.25
8631,0,2,1,0,1,2,2,2,0,1385.00
8632,0,2,1,0,3,2,1,4,0,1089.75
8633,0,1,1,0,1,4,1,2,1,724.50
8634,1,1,1,1,2,2,1,2,1,916.50
8635,0,1,1,0,1,2,1,3,1,0.00
8636,0,2,2,0,3,2,1,3,1,1421.50
8637,0,2,1,0,1,2,1,5,0,707.50
8638,0,2,2,0,3,3,1,3,0,1235.75
8639,0,2,2,0,3,3,1,2,0,998.50
8640,0,1,1,0,1,3,1,1,0,1464.50
8641,0,2,1,0,3,2,1,4,1,704.00
8642,1,3,1,0,2,3,2,5,1,1626.75
8643,0,3,2,0,1,1,1,2,1,296.50
8644,0,2,1,0,1,2,2,1,1,1376.75
8645,0,3,1,0,3,3,1,4,1,1221.00
8646,0,2,1,0,3,1,1,4,0,806.50
8647,0,1,3,0,3,2,1,5,1,1454.50
8648,1,3,1,0,3,2,1,3,0,1052.75
8649,0,1,1,0,3,1,1,5,0,914.75
8650,0,2,1,0,2,2,1,4,0,1011.50
8651,0,2,2,0,1,1,1,3,0,334.00
8652,0,3,1,0,1,2,1,4,1,984.75
8653,0,1,1,1,2,3,1,5,1,1216.25
8654,0,3,1,0,2,2,1,4,1,794.00
8655,0,1,2,1,3,1,2,4,1,934.25
8656,0,2,2,0,2,3,1,4,0,864.75
8657,0,2,2,0,1,1,2,5,0,1034.50
8658,0,2,1,0,3,2,1,2,1,134.50
8659,0,2,1,0,2,2,1,2,0,1252.00
8660,0,2,1,0,2,4,1,5,1,1260.00
8661,0,2,1,0,3,3,1,3,0,1101.25
8662,0,3,1,0,3,1,1,3,1,784.50
8663,0,2,1,0,1,1,1,2,0,777.75
8664,0,2,1,0,1,1,2,3,1,1343.25
8665,0,1,1,0,1,2,1,4,1,792.75
8666,0,2,1,0,2,1,1,5,1,929.25
8667,0,2,1,1,2,3,1,1,0,995.50
8668,0,1,3,0,3,4,1,4,0,1007.25
8669,0,3,1,1,2,1,1,4,1,849.25
8670,0,2,1,0,1,2,2,3,1,870.50
8671,0,1,2,0,1,1,1,4,1,181.00
8672,0,2,1,0,1,3,1,3,1,590.25
8673,0,1,1,0,3,1,1,5,1,107.50
8674,0,2,1,0,1,1,1,3,0,884.00
8675,0,3,1,0,2,2,1,3,1,679.25
8676,0,1,1,0,1,2,1,1,1,1180.00
8677,0,3,1,0,1,2,2,4,1,871.00
8678,0,2,1,1,1,1,1,3,1,1173.75
8679,0,1,1,0,1,1,1,2,1,1446.25
8680,0,3,1,0,1,2,1,2,1,338.25
8681,0,2,2,0,1,3,1,5,0,737.25
8682,0,2,1,0,1,2,1,3,1,941.00
8683,1,1,1,0,3,2,1,3,0,1038.75
8684,0,1,1,0,2,1,3,2,0,954.25
8685,0,1,1,0,1,3,1,4,1,955.75
8686,0,1,2,0,2,2,1,3,1,1030.50
8687,0,2,1,1,1,1,1,5,1,1111.75
8688,0,2,1,0,3,1,1,4,1,254.25
8689,1,2,2,0,2,2,1,4,1,745.50
8690,0,3,1,0,3,2,1,5,1,1275.25
8691,0,3,1,0,3,1,1,6,0,979.00
8692,0,2,1,0,3,3,2,5,0,1185.00
8693,0,1,2,0,1,1,2,4,1,1091.75
8694,0,3,2,1,3,3,1,4,0,1031.75
8695,0,1,1,1,3,3,1,5,1,1116.00
8696,0,1,1,0,1,1,2,5,1,1408.50
8697,0,3,1,0,1,2,1,3,1,1797.75
8698,0,1,1,0,3,2,1,4,1,1123.75
8699,0,1,1,1,2,1,1,5,1,930.75
8700,0,3,1,0,3,1,1,4,0,983.00
8701,0,2,1,0,1,2,1,5,0,1290.00
8702,0,2,1,0,2,1,1,4,1,1158.25
8703,0,2,1,0,3,2,1,4,0,202.00
8704,0,1,1,0,2,1,1,3,1,285.50
8705,0,1,1,0,1,3,1,3,1,1272.00
8706,0,1,1,0,3,1,2,5,1,984.50
8707,0,3,1,0,1,2,2,4,1,1105.00
8708,0,1,1,0,2,1,1,3,1,726.25
8709,0,2,1,0,3,1,2,3,0,1026.25
8710,0,2,1,0,1,2,1,2,0,763.00
8711,0,1,1,1,1,1,1,4,0,1205.25
8712,0,2,2,0,1,3,1,4,1,1627.25
8713,0,2,2,0,2,3,1,3,1,670.25
8714,0,2,1,1,1,2,1,3,0,1033.00
8715,0,2,2,0,3,3,1,4,1,1206.75
8716,0,2,2,0,1,1,1,2,1,1141.75
8717,0,3,1,0,1,2,1,4,0,1488.25
8718,0,3,1,0,3,1,2,2,1,276.50
8719,0,3,1,0,1,2,1,2,1,1117.50
8720,0,2,1,0,3,2,1,2,1,767.75
8721,0,1,1,0,1,2,1,4,1,1101.25
8722,0,1,1,0,1,1,1,3,0,128.25
8723,0,3,2,0,3,3,1,4,1,749.50
8724,0,3,1,0,3,1,2,5,1,936.75
8725,0,2,1,1,1,2,1,4,0,1021.75
8726,0,1,2,0,1,1,2,3,0,189.50
8727,0,1,1,0,2,2,1,5,1,717.25
8728,0,2,1,0,1,1,2,2,1,1056.50
8729,0,2,1,0,1,1,2,5,1,908.25
8730,0,2,1,0,1,2,2,4,1,1017.00
8731,0,1,2,0,2,1,1,2,1,941.25
8732,0,2,1,0,1,1,2,3,1,1035.75
8733,0,2,1,0,1,2,2,3,1,250.75
8734,0,3,2,0,3,1,1,5,1,959.50
8735,0,2,1,0,1,2,1,3,1,1688.25
8736,0,2,1,1,2,1,2,4,0,1250.00
8737,0,2,1,0,2,2,1,5,1,268.50
8738,0,3,1,0,3,4,1,5,1,775.00
8739,0,3,2,0,2,2,1,4,1,1266.50
8740,0,1,1,0,2,2,1,3,1,1036.50
8741,0,2,3,0,1,2,1,3,1,185.00
8742,0,1,2,0,1,1,1,2,1,1075.50
8743,0,2,2,0,1,1,1,4,0,1054.00
8744,0,2,1,0,1,4,1,5,1,1185.25
8745,0,1,1,0,3,2,1,3,1,916.50
8746,0,3,1,0,3,1,1,4,1,1127.50
8747,0,2,2,1,2,2,1,3,1,1160.75
8748,0,2,2,0,1,3,1,5,1,917.75
8749,0,2,2,0,1,2,1,4,0,1035.75
8750,0,1,1,0,3,1,1,5,0,892.50
8751,0,1,1,0,1,2,2,3,1,1086.75
8752,0,3,1,0,2,1,1,5,1,245.00
8753,0,2,2,1,1,1,1,4,1,1052.25
8754,0,2,1,0,2,3,2,2,0,905.25
8755,0,2,1,0,3,2,2,3,1,302.75
8756,0,3,1,0,1,1,2,2,1,865.50
8757,0,2,1,0,3,3,1,5,1,831.50
8758,0,1,1,0,1,3,1,4,1,275.75
8759,0,2,1,0,2,2,3,6,0,1114.75
8760,0,2,1,0,2,3,2,5,0,785.50
8761,0,2,1,1,1,3,1,3,1,1035.50
8762,0,2,1,0,2,1,1,4,0,1080.50
8763,1,3,1,0,3,2,1,4,1,789.50
8764,0,1,2,0,3,1,1,4,1,978.75
8765,0,2,1,0,3,1,1,4,1,940.25
8766,0,1,1,0,2,2,1,5,1,1227.75
8767,0,1,1,0,3,2,1,6,1,1066.25
8768,0,2,2,0,3,2,1,3,1,1059.75
8769,0,3,2,0,2,2,1,1,0,1431.50
8770,0,1,2,0,2,4,2,3,0,949.50
8771,0,1,2,0,3,2,1,3,0,1118.75
8772,0,1,1,0,2,3,1,2,1,802.25
8773,0,1,1,0,2,1,1,4,1,878.25
8774,0,2,1,0,1,2,1,3,0,1086.50
8775,0,3,1,0,1,2,1,5,1,733.00
8776,0,3,1,0,2,3,1,4,0,1451.00
8777,0,3,2,0,2,1,2,4,1,1073.25
8778,0,2,1,0,1,1,1,2,0,2073.25
8779,0,1,1,0,3,1,1,2,1,1441.00
8780,0,1,1,0,3,2,1,3,1,671.75
8781,0,2,1,0,2,2,1,5,0,206.25
8782,0,3,1,0,3,2,1,3,1,691.50
8783,1,3,2,0,2,1,1,3,1,1052.50
8784,0,2,1,0,1,3,1,3,1,1066.25
8785,0,2,1,0,2,1,1,4,1,1059.50
8786,0,1,1,0,3,1,1,5,1,1034.75
8787,0,1,1,0,2,2,2,5,0,758.75
8788,0,3,1,0,3,2,1,3,1,1030.50
8789,0,3,1,0,3,1,1,5,0,1075.75
8790,0,2,1,0,3,2,1,4,0,618.25
8791,0,2,1,0,2,1,1,2,1,1105.25
8792,0,2,2,0,3,2,1,2,1,1136.50
8793,0,3,2,1,3,2,1,3,1,988.00
8794,0,2,1,0,2,2,1,2,1,903.25
8795,0,2,1,0,1,1,1,1,0,1059.75
8796,0,1,1,0,1,3,1,4,0,1574.25
8797,0,2,1,1,2,3,2,3,1,282.75
8798,0,1,1,0,1,2,1,1,0,1011.00
8799,0,2,1,0,2,2,1,3,1,923.75
8800,0,1,1,0,2,2,1,4,1,1378.00
8801,0,2,1,0,3,2,1,4,0,1416.25
8802,0,3,1,0,2,1,1,4,1,997.00
8803,0,3,1,0,3,1,2,3,0,961.25
8804,0,3,1,0,3,1,1,4,0,1188.25
8805,0,1,2,1,2,3,1,2,0,1329.00
8806,0,2,2,0,3,2,1,4,1,1013.00
8807,0,3,1,1,2,1,1,5,1,760.25
8808,0,2,1,0,3,4,1,5,1,612.50
8809,0,2,2,0,3,1,1,3,0,943.25
8810,0,2,2,0,3,2,1,6,0,193.25
8811,0,2,2,0,2,2,1,4,1,677.50
8812,0,3,1,1,1,2,1,3,1,1330.75
8813,1,3,2,0,3,1,1,5,1,949.75
8814,0,2,1,0,2,1,1,3,1,983.50
8815,0,2,2,0,1,2,2,3,1,758.00
8816,0,3,1,0,3,4,1,5,1,982.25
8817,0,1,2,0,3,2,1,3,0,838.25
8818,0,2,1,0,3,2,1,3,0,1237.50
8819,0,3,1,0,2,1,1,5,1,1153.75
8820,0,3,1,0,3,2,1,2,1,977.00
8821,0,1,1,0,2,3,1,4,0,1087.50
8822,0,1,2,0,1,2,1,1,1,935.00
8823,0,2,1,0,2,2,1,2,0,695.25
8824,0,2,1,0,3,2,1,4,1,1013.00
8825,0,1,1,0,2,1,2,2,1,1058.75
8826,0,2,1,0,2,2,1,4,0,910.25
8827,0,2,1,0,3,2,1,3,1,1251.00
8828,1,2,1,0,3,2,1,1,0,987.75
8829,0,2,1,0,1,1,2,2,1,1123.25
8830,0,2,3,0,3,1,1,4,1,975.25
8831,0,3,1,0,3,2,1,3,1,1133.25
8832,0,1,1,0,3,2,1,2,1,1332.00
8833,0,2,2,0,1,1,1,4,0,976.25
8834,0,1,1,1,2,4,1,4,1,1076.25
8835,0,2,1,0,1,3,1,2,1,297.25
8836,0,2,2,0,3,2,1,5,1,244.75
8837,0,1,1,0,1,3,1,5,1,1017.75
8838,0,3,1,0,3,4,1,4,0,1380.25
8839,0,1,1,0,3,2,1,5,0,1141.25
8840,0,2,1,0,1,2,2,3,0,934.75
8841,0,2,3,1,2,2,1,2,1,682.50
8842,0,3,1,0,3,2,1,4,1,839.75
8843,0,2,3,0,1,3,2,3,0,1188.25
8844,0,2,2,1,1,1,1,3,0,1027.25
8845,0,2,1,0,3,2,1,5,1,1017.00
8846,0,3,2,0,1,2,2,5,1,1229.75
8847,0,2,1,0,2,1,1,4,1,719.00
8848,1,2,2,0,3,2,1,3,1,986.25
8849,0,2,1,0,1,4,1,4,1,1239.50
8850,0,1,2,0,2,4,1,3,1,1045.75
8851,0,2,1,0,2,2,1,4,1,613.00
8852,1,2,1,0,2,2,1,3,0,1051.00
8853,0,2,1,0,2,1,1,4,1,1012.00
8854,1,2,1,0,1,2,2,6,1,1358.75
8855,0,2,2,1,2,2,1,4,1,1053.50
8856,0,3,1,0,1,1,1,4,0,830.00
8857,0,3,1,0,2,2,1,3,1,1043.00
8858,0,2,2,0,2,2,1,3,1,1035.00
8859,0,1,2,0,1,1,1,4,0,1823.25
8860,0,2,2,1,2,1,1,3,0,950.00
8861,0,2,2,1,3,2,1,3,0,738.00
8862,0,2,1,1,1,2,1,4,1,1156.25
8863,0,1,2,0,2,2,1,3,0,653.25
8864,0,2,1,0,1,1,1,5,1,1092.00
8865,0,2,1,0,2,4,1,2,1,1076.75
8866,0,1,1,0,2,2,1,4,1,1042.00
8867,0,2,3,1,3,1,1,5,1,1008.25
8868,0,2,3,0,1,1,1,3,1,1820.50
8869,0,2,1,0,1,1,1,2,1,1350.75
8870,0,2,2,0,2,2,1,3,1,1198.00
8871,0,2,1,0,2,1,1,2,0,1475.50
8872,0,3,1,0,2,3,1,3,1,1032.50
8873,0,2,1,0,1,3,1,3,1,853.75
8874,0,1,1,0,2,1,1,3,1,968.75
8875,0,2,1,0,1,2,1,4,0,1006.50
8876,0,3,1,0,2,3,1,3,0,1072.75
8877,0,3,1,0,1,1,1,5,0,788.75
8878,0,1,2,1,2,1,1,3,0,1134.00
8879,0,2,1,0,1,3,1,3,0,1148.50
8880,0,1,1,0,2,2,1,4,1,1318.75
8881,0,2,1,0,2,2,1,5,1,1059.50
8882,0,3,1,1,2,2,1,5,0,1121.00
8883,0,2,1,0,3,2,1,3,1,148.50
8884,0,2,1,0,1,3,2,2,0,1681.50
8885,0,3,1,0,2,2,2,2,1,666.00
8886,0,2,1,0,2,3,2,4,1,968.25
8887,0,3,2,0,2,2,1,1,0,282.75
8888,0,2,1,0,2,2,1,2,1,2738.50
8889,0,2,1,0,2,3,1,6,1,1052.75
8890,0,3,1,0,2,2,1,4,0,340.50
8891,1,3,1,0,2,3,1,3,1,926.00
8892,0,1,2,0,2,1,1,5,1,970.25
8893,0,3,1,0,2,2,1,3,1,249.25
8894,0,1,1,0,2,3,2,1,0,998.75
8895,0,1,2,0,2,4,1,4,1,1719.75
8896,0,2,2,1,3,1,1,4,0,226.50
8897,0,2,1,0,3,1,1,5,1,1104.25
8898,0,1,1,0,3,3,1,4,1,193.00
8899,0,3,1,0,3,3,2,2,1,1100.50
8900,0,2,1,1,2,2,1,4,0,1127.50
8901,0,3,1,0,3,3,1,4,1,693.75
8902,0,2,1,0,1,1,1,4,1,985.75
8903,0,2,1,0,3,2,1,5,1,951.25
8904,0,2,1,0,1,3,1,3,1,706.25
8905,0,2,2,0,2,2,1,2,1,876.00
8906,0,2,1,1,3,1,1,2,1,1188.75
8907,0,3,1,1,1,2,1,3,0,1380.00
8908,0,3,1,0,3,2,2,3,1,1114.75
8909,1,2,1,1,3,2,2,3,1,831.50
8910,0,2,1,0,1,1,2,4,1,1054.25
8911,0,2,2,0,1,2,1,4,1,1105.50
8912,0,2,1,0,1,2,1,4,0,190.75
8913,0,1,1,0,2,4,2,3,1,1187.50
8914,0,1,2,0,1,1,1,3,0,1065.75
8915,0,3,1,0,2,3,1,2,1,383.25
8916,0,2,1,0,3,2,1,3,1,856.75
8917,0,2,1,0,2,2,1,4,0,1250.75
8918,0,3,1,0,3,1,1,3,1,1109.50
8919,0,1,1,1,3,2,1,4,0,993.00
8920,0,2,1,0,3,2,1,5,1,1107.00
8921,0,1,2,0,1,1,1,4,1,886.25
8922,0,2,1,0,3,1,1,5,1,924.50
8923,0,2,1,0,2,2,1,3,0,923.00
8924,0,1,2,1,3,1,1,4,1,1142.50
8925,0,2,1,0,2,2,1,4,0,914.25
8926,0,3,1,0,2,2,1,5,1,1104.50
8927,0,2,2,0,2,3,1,4,0,183.00
8928,0,2,2,0,2,1,1,2,0,1078.25
8929,0,3,2,0,3,1,1,2,1,1269.25
8930,0,1,1,0,3,1,1,5,0,806.75
8931,0,1,2,0,2,2,1,3,0,98.50
8932,0,2,1,0,3,1,1,2,1,1201.00
8933,0,3,1,0,1,2,1,3,1,1016.00
8934,0,2,2,0,1,2,1,4,1,1114.75
8935,0,3,1,0,3,2,1,5,1,1047.75
8936,0,2,1,1,3,2,1,2,1,1320.00
8937,0,3,2,0,2,2,1,5,1,254.00
8938,1,2,1,0,3,2,1,1,1,1106.50
8939,0,3,1,0,3,2,1,4,0,1021.50
8940,0,2,1,0,3,3,2,2,0,715.00
8941,0,3,1,1,2,2,1,5,1,1332.25
8942,0,2,2,0,3,2,2,2,0,904.50
8943,0,1,1,0,2,1,1,3,1,634.25
8944,0,2,1,0,1,1,1,3,1,1020.50
8945,0,2,2,0,1,1,1,3,0,1091.50
8946,0,3,2,0,2,1,1,5,0,1244.75
8947,0,2,1,0,1,2,1,5,1,1195.00
8948,0,1,1,0,2,2,1,4,1,158.75
8949,0,2,1,0,2,1,1,3,1,1174.50
8950,0,2,1,0,1,1,1,3,1,1024.75
8951,0,2,2,0,1,3,1,3,1,1087.25
8952,1,2,1,0,3,1,2,6,1,1073.50
8953,0,2,1,0,1,2,1,2,0,1127.25
8954,0,2,1,0,2,2,1,3,1,352.00
8955,0,2,1,0,2,2,1,2,0,763.00
